id,year,date,component,regions,states,title,url,pdf,matched_on
65,2026,2026-01-28,Emergency Tracking Tool (ETT),North Central,Benue,Nigeria — Emergency Tracking Tool Report 53 — Benue State (12–18 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-53-benue-state-12-18-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%2053%20Benue%20State.pdf,title:emergency tracking tool
66,2026,2026-01-28,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 523 — Borno State (19–25 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-523-borno-state-19-25-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20523%20Borno%20State.pdf,title:emergency tracking tool
67,2026,2026-01-28,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 519 — Adamawa State (05–11 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-519-adamawa-state-05-11-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20519_Adamawa.pdf,title:emergency tracking tool
68,2026,2026-01-26,Incident / Flash Report,North Central,Benue,Nigeria — North-central Nigeria — Benue State Flash Report 276 (20–21 January 2026),https://dtm.iom.int/reports/nigeria-north-central-nigeria-benue-state-flash-report-276-20-21-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20Benue%20State%20276.pdf,title:flash report
69,2026,2026-01-26,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 521 — Adamawa State (12–18 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-521-adamawa-state-12-18-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20521_Adamawa.pdf,title:emergency tracking tool
70,2026,2026-01-23,Incident / Flash Report,North West,Kaduna,Nigeria — North-west Nigeria — Kaduna State Flash Report 275 (18 January 2026),https://dtm.iom.int/reports/nigeria-north-west-nigeria-kaduna-state-flash-report-275-18-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Kaduna%20State%20275.pdf,title:flash report
71,2026,2026-01-22,Incident / Flash Report,North West,Sokoto,Nigeria — North-west Nigeria — Sokoto State Flash Report 274 (19 January 2026),https://dtm.iom.int/reports/nigeria-north-west-nigeria-sokoto-state-flash-report-274-19-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Sokoto%20State%20274.pdf,title:flash report
72,2026,2026-01-22,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 522 — Borno State (12–18 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-522-borno-state-12-18-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20522%20Borno%20State.pdf,title:emergency tracking tool
73,2026,2026-01-22,Emergency Tracking Tool (ETT),North East,Yobe,Nigeria — Emergency Tracking Tool Report 520 — Yobe State (12–18 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-520-yobe-state-12-18-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20520%20%20Yobe%20State.pdf,title:emergency tracking tool
74,2026,2026-01-20,Transhumance Flow Monitoring Report,North West,Katsina; Zamfara,Nigeria — Transhumance Tracking Tool — Katsina and Zamfara State (January 2026),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-katsina-and-zamfara-state-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Transhumance%20Baseline%20Report%20%28CPCRR%20Jan%202026%29_final.pdf,title:transhumance
75,2026,2026-01-20,Incident / Flash Report,North West,Zamfara,Nigeria — North-west Nigeria — Zamfara State Flash Report 272 (15–18 January 2026),https://dtm.iom.int/reports/nigeria-north-west-nigeria-zamfara-state-flash-report-272-15-18-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Zamfara%20State%20273.pdf,title:flash report
76,2026,2026-01-16,Incident / Flash Report,North West,Sokoto,Nigeria — North-west Nigeria — Sokoto State Flash Report 272 (09–12 January 2026),https://dtm.iom.int/reports/nigeria-north-west-nigeria-sokoto-state-flash-report-272-09-12-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Sokoto%20State%20272.pdf,title:flash report
77,2026,2026-01-15,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 518 — Borno State (5–11 January 2026),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-518-borno-state-5-11-january-2026,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20518%20Borno%20State.pdf,title:emergency tracking tool
78,2026,2026-01-15,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 517 — Adamawa State (29 December–4 January 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-517-adamawa-state-29-december-4-january-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20517_Adamawa.pdf,title:emergency tracking tool
79,2026,2026-01-13,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 516 — Adamawa State (15–21 December 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-516-adamawa-state-15-21-december-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20516_Adamawa.pdf,title:emergency tracking tool
80,2025,2025-12-30,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report #513 (08–14 December 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-513-08-14-december-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20513_Adamawa.pdf,title:emergency tracking tool
81,2025,2025-12-30,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report #510 (01–07 December 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-510-01-07-december-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20510_Adamawa.pdf,title:emergency tracking tool
82,2025,2025-12-23,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report #512 (08–14 December 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-512-08-14-december-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20512%20Borno%20State%20v3.pdf,title:emergency tracking tool
83,2025,2025-12-18,Emergency Tracking Tool (ETT),North East,Yobe,Nigeria — Emergency Tracking Tool Report #511 (08–14 December 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-511-08-14-december-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20511%20Yobe%20State.pdf,title:emergency tracking tool
84,2025,2025-12-17,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report #509 (1–7 December 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-509-1-7-december-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20509%20Borno%20State.pdf,title:emergency tracking tool
85,2025,2025-12-15,Emergency Tracking Tool (ETT),North East,Yobe,Nigeria — Emergency Tracking Tool Report #508 (24–30 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-508-24-30-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20508%20Yobe%20State.pdf,title:emergency tracking tool
86,2025,2025-12-15,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report #507 (24–30 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-507-24-30-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20507_Adamawa_V4.pdf,title:emergency tracking tool
87,2025,2025-12-10,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report #506 (24–30 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-506-24-30-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20506%20Borno%20State%20v2.pdf,title:emergency tracking tool
88,2025,2025-12-01,Incident / Flash Report,North West,Zamfara,Nigeria — North-west Nigeria — Kebbi State Flash Report 271 (22 November 2025),https://dtm.iom.int/reports/nigeria-north-west-nigeria-kebbi-state-flash-report-271-22-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Kebbi%20State%20271%20v3.pdf,title:flash report
89,2025,2025-12-01,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 505 — Adamawa State (17–23 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-505-adamawa-state-17-23-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20505_Adamawa_V2_1.pdf,title:emergency tracking tool
90,2025,2025-11-27,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 504 — Borno State (17–23 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-504-borno-state-17-23-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20504%20Borno%20State%20v2.pdf,title:emergency tracking tool
91,2025,2025-11-26,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 503 — Borno State (10–16 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-503-borno-state-10-16-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20503%20Borno%20State%20v4.pdf,title:emergency tracking tool
92,2025,2025-11-25,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 502 — Adamawa State (10–16 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-502-adamawa-state-10-16-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20502_Adamawa_V1%20%281%29.pdf,title:emergency tracking tool
93,2025,2025-11-24,Emergency Tracking Tool (ETT),North East,Yobe,Nigeria — Emergency Tracking Tool Report 501 — Yobe State (10–16 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-501-yobe-state-10-16-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20501%20Yobe%20State.pdf,title:emergency tracking tool
94,2025,2025-11-21,Emergency Tracking Tool (ETT),North Central,Benue,Nigeria — Emergency Tracking Tool Report 52 — Benue State (03–09 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-52-benue-state-03-09-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%2052_Benue%20%28v3%29.pdf,title:emergency tracking tool
95,2025,2025-11-18,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 500 — Adamawa State (3–9 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-500-adamawa-state-3-9-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20500_Adamawa_V2.pdf,title:emergency tracking tool
96,2025,2025-11-18,Biometric Registration Report,North Central,Benue,Nigeria — Biometric Registration Update Report 8 Benue State (7 November 2025),https://dtm.iom.int/reports/nigeria-biometric-registration-update-report-8-benue-state-7-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20Benue%20Biometric%20Update%20Report_Round%208_V3.pdf,title:biometric
97,2025,2025-11-14,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 499 — Borno State (3–9 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-499-borno-state-3-9-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20499%20Borno%20State.pdf,title:emergency tracking tool
98,2025,2025-11-10,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 498 — Adamawa State (27 October – 2 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-498-adamawa-state-27-october-2-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20498_Adamawa_V2.pdf,title:emergency tracking tool
99,2025,2025-11-10,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 497 — Borno State (27 October – 2 November 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-497-borno-state-27-october-2-november-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20497%20Borno%20State%20v3.pdf,title:emergency tracking tool
100,2025,2025-11-05,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 496 — Adamawa State (20–26 October 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-496-adamawa-state-20-26-october-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20496_Adamawa_V2%20%281%29.pdf,title:emergency tracking tool
101,2025,2025-11-05,Emergency Tracking Tool (ETT),North East,Borno,Nigeria — Emergency Tracking Tool Report 495 — Borno State (20–26 October 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-495-borno-state-20-26-october-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20495%20Borno%20State%20v3.pdf,title:emergency tracking tool
102,2025,2025-10-31,Incident / Flash Report,North West,Zamfara,Nigeria — North-west Nigeria — Zamfara State Flash Report 270 (25–26 October 2025),https://dtm.iom.int/reports/nigeria-north-west-nigeria-zamfara-state-flash-report-270-25-26-october-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Zamfara%20270%20v5.pdf,title:flash report
103,2025,2025-10-27,Incident / Flash Report,North West,Zamfara,Nigeria — North-west Nigeria — Zamfara State Flash Report 269 (16–20 October 2025),https://dtm.iom.int/reports/nigeria-north-west-nigeria-zamfara-state-flash-report-269-16-20-october-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-west%20Zamfara%20269%20v2%20%281%29.pdf,title:flash report
104,2025,2025-10-27,Emergency Tracking Tool (ETT),North East,Adamawa,Nigeria — Emergency Tracking Tool Report 494 — Adamawa State (13–19 October 2025),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-494-adamawa-state-13-19-october-2025,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20494_Adamawa_V1.pdf,title:emergency tracking tool
